race,class,level,str,agi,sta,inte,spi,basehp,basemana
4,5,30,23,33,32,65,68,392,627
4,5,31,23,33,32,67,70,417,665
4,5,32,23,33,33,69,72,433,689
4,5,33,24,34,33,70,73,460,728
4,5,34,24,34,34,72,75,478,752
4,5,35,24,34,34,74,77,507,776
4,5,36,24,35,35,76,79,527,800
4,5,37,25,35,35,78,81,548,839
4,5,38,25,35,36,79,83,580,863
4,5,39,25,36,37,81,85,603,887
4,5,40,26,36,37,83,87,637,911
4,5,41,26,37,38,85,88,662,950
4,5,42,26,37,38,87,90,698,974
4,5,43,27,37,39,89,92,725,998
4,5,44,27,38,39,91,94,763,1022
4,5,45,27,38,40,92,96,792,1046
4,5,46,27,39,41,94,98,822,1070
4,5,47,28,39,41,96,100,863,1094
4,5,48,28,39,42,98,102,895,1118
4,5,49,28,40,43,100,104,928,1142
4,5,50,29,40,43,102,106,972,1166
4,5,51,29,41,44,104,109,1007,1190
4,5,52,29,41,44,106,111,1053,1214
4,5,53,30,42,45,108,113,1090,1238
4,5,54,30,42,46,110,115,1128,1262
4,5,55,30,43,46,112,117,1177,1271
4,5,56,31,43,47,114,119,1217,1295
4,5,57,31,43,48,117,121,1258,1319
4,5,58,31,44,48,119,124,1300,1343
4,5,59,32,44,49,121,126,1353,1352
4,5,60,32,45,50,123,128,1397,1376
4,5,61,33,45,51,125,130,1557,1500
4,5,62,33,46,51,127,132,1738,1625
4,5,63,33,46,52,129,135,1916,1749
4,5,64,34,47,53,132,137,2101,1873
4,5,65,34,47,53,134,139,2295,1998
4,5,66,34,48,54,136,142,2495,2122
4,5,67,35,48,55,138,144,2719,2247
4,5,68,35,49,56,140,146,2936,2371
4,5,69,36,49,56,143,149,3160,2495
4,5,70,36,50,57,145,151,3391,2620
4,11,1,18,25,19,22,22,44,60
4,11,2,19,25,20,23,23,51,66
4,11,3,19,26,20,24,24,58,73
4,11,4,20,26,21,25,26,75,81
4,11,5,20,27,22,26,27,82,90
4,11,6,21,27,22,27,28,89,100
4,11,7,21,28,23,28,29,106,111
4,11,8,22,28,24,29,30,113,123
4,11,9,23,29,24,30,32,120,136
4,11,10,23,29,25,32,33,137,150
4,11,11,24,30,26,33,34,144,165
4,11,12,24,31,26,34,35,151,182
4,11,13,25,31,27,35,37,168,200
4,11,14,26,32,28,36,38,175,219
4,11,15,26,32,29,37,39,182,239
4,11,16,27,33,29,38,41,199,260
4,11,17,28,33,30,40,42,206,282
4,11,18,28,34,31,41,43,214,305
4,11,19,29,35,32,42,45,233,329
4,11,20,30,35,32,43,46,243,354
4,11,21,30,36,33,45,48,254,380
4,11,22,31,36,34,46,49,266,392
4,11,23,32,37,35,47,51,289,420
4,11,24,32,38,36,48,52,303,449
4,11,25,33,38,36,50,53,318,479
4,11,26,34,39,37,51,55,334,509
4,11,27,35,40,38,52,56,361,524
4,11,28,35,40,39,54,58,379,554
4,11,29,36,41,40,55,59,398,584
4,11,30,37,42,41,56,61,418,614
4,11,31,38,42,42,58,62,439,629
4,11,32,38,43,42,59,64,461,659
4,11,33,39,44,43,60,66,494,689
4,11,34,40,44,44,62,67,518,704
4,11,35,41,45,45,63,69,543,734
4,11,36,42,46,46,65,70,569,749
4,11,37,42,47,47,66,72,596,779
4,11,38,43,47,48,67,74,624,809
4,11,39,44,48,49,69,75,653,824
4,11,40,45,49,50,70,77,683,854
4,11,41,46,50,51,72,79,714,869
4,11,42,46,50,52,73,80,746,899
4,11,43,47,51,53,75,82,779,914
4,11,44,48,52,54,76,84,823,944
4,11,45,49,53,55,78,85,858,959
4,11,46,50,54,56,79,87,894,989
4,11,47,51,54,57,81,89,921,1004
4,11,48,52,55,58,83,91,959,1019
4,11,49,53,56,59,84,93,998,1049
4,11,50,53,57,60,86,94,1038,1064
4,11,51,54,58,61,87,96,1079,1079
4,11,52,55,59,62,89,98,1121,1109
4,11,53,56,59,63,91,100,1164,1124
4,11,54,57,60,64,92,102,1208,1139
4,11,55,58,61,65,94,103,1253,1154
4,11,56,59,62,66,95,105,1299,1169
4,11,57,60,63,67,97,107,1346,1199
4,11,58,61,64,68,99,109,1384,1214
4,11,59,62,65,69,101,111,1433,1229
4,11,60,63,66,70,102,113,1483,1244
4,11,61,64,66,72,104,115,1657,1357
4,11,62,65,67,73,106,117,1840,1469
4,11,63,66,68,74,107,119,2020,1582
4,11,64,67,69,75,109,121,2222,1694
4,11,65,68,70,76,111,123,2433,1807
4,11,66,69,71,77,113,125,2640,1919
4,11,67,70,72,78,115,127,2872,2032
4,11,68,71,73,80,116,129,3114,2145
4,11,69,72,74,81,118,131,3351,2257
4,11,70,73,75,82,120,133,3614,2370
5,1,1,22,18,23,18,25,20,0
5,1,2,23,19,24,18,25,29,0
5,1,3,25,20,25,18,26,38,0
5,1,4,26,20,26,18,26,47,0
5,1,5,27,21,28,18,26,56,0
5,1,6,29,22,29,18,26,65,0
5,1,7,30,23,30,19,27,74,0
5,1,8,31,24,31,19,27,83,0
5,1,9,33,25,33,19,27,92,0
5,1,10,34,25,34,19,28,101,0
5,1,11,35,26,35,19,28,100,0
5,1,12,37,27,36,19,28,109,0
5,1,13,38,28,38,19,28,118,0
5,1,14,40,29,39,19,29,128,0
5,1,15,41,30,40,19,29,139,0
5,1,16,43,31,42,20,29,151,0
5,1,17,44,32,43,20,30,154,0
5,1,18,46,33,44,20,30,168,0
5,1,19,47,34,46,20,31,183,0
5,1,20,49,34,47,20,31,199,0
5,1,21,50,35,49,20,31,206,0
5,1,22,52,36,50,20,32,224,0
5,1,23,53,37,51,21,32,243,0
5,1,24,55,38,53,21,32,253,0
5,1,25,57,39,54,21,33,274,0
5,1,26,58,40,56,21,33,296,0
5,1,27,60,41,57,21,34,309,0
5,1,28,62,42,59,21,34,333,0
5,1,29,63,43,60,21,34,348,0
5,1,30,65,44,62,22,35,374,0
5,1,31,67,46,63,22,35,401,0
5,1,32,68,47,65,22,36,419,0
5,1,33,70,48,67,22,36,448,0
5,1,34,72,49,68,22,36,468,0
5,1,35,74,50,70,23,37,499,0
5,1,36,75,51,71,23,37,521,0
5,1,37,77,52,73,23,38,545,0
5,1,38,79,53,75,23,38,581,0
5,1,39,81,54,76,23,39,609,0
5,1,40,83,55,78,24,39,649,0
5,1,41,84,57,80,24,40,681,0
5,1,42,86,58,81,24,40,715,0
5,1,43,88,59,83,24,41,761,0
5,1,44,90,60,85,24,41,799,0
5,1,45,92,61,86,25,42,839,0
5,1,46,94,62,88,25,42,881,0
5,1,47,96,64,90,25,43,935,0
5,1,48,98,65,92,25,43,981,0
5,1,49,100,66,93,25,44,1029,0
5,1,50,102,67,95,26,44,1079,0
5,1,51,104,69,97,26,45,1131,0
5,1,52,106,70,99,26,45,1185,0
5,1,53,108,71,101,26,46,1241,0
5,1,54,110,72,103,27,46,1299,0
5,1,55,112,74,104,27,47,1359,0
5,1,56,114,75,106,27,48,1421,0
5,1,57,116,76,108,27,48,1485,0
5,1,58,118,78,110,28,49,1551,0
5,1,59,120,79,112,28,49,1619,0
5,1,60,122,80,114,28,50,1689,0
5,1,61,124,82,116,28,50,1902,0
5,1,62,126,83,118,29,51,2129,0
5,1,63,128,84,120,29,52,2357,0
5,1,64,131,86,122,29,52,2612,0
5,1,65,133,87,124,30,53,2883,0
5,1,66,135,88,126,30,53,3169,0
5,1,67,137,90,128,30,54,3455,0
5,1,68,139,91,130,30,55,3774,0
5,1,69,142,93,132,31,55,4109,0
5,1,70,144,94,134,31,56,4444,0
5,4,1,20,21,22,18,25,25,0
5,4,2,21,22,23,18,25,32,0
5,4,3,22,24,23,18,26,49,0
5,4,4,22,25,24,18,26,56,0
5,4,5,23,27,25,19,26,63,0
5,4,6,24,28,25,19,27,70,0
5,4,7,25,30,26,19,27,87,0
5,4,8,25,31,27,19,27,94,0
5,4,9,26,33,28,19,28,101,0
5,4,10,27,34,28,19,28,118,0
5,4,11,28,36,29,20,29,125,0
5,4,12,29,38,30,20,29,142,0
5,4,13,30,39,31,20,29,149,0
5,4,14,31,41,32,20,30,156,0
5,4,15,31,42,32,20,30,173,0
5,4,16,32,44,33,21,31,181,0
5,4,17,33,46,34,21,31,190,0
5,4,18,34,47,35,21,32,200,0
5,4,19,35,49,36,21,32,221,0
5,4,20,36,51,36,21,32,233,0
5,4,21,37,52,37,22,33,246,0
5,4,22,38,54,38,22,33,260,0
5,4,23,39,56,39,22,34,275,0
5,4,24,40,58,40,22,34,301,0
5,4,25,41,60,41,23,35,318,0
5,4,26,42,61,42,23,35,336,0
5,4,27,43,63,43,23,36,355,0
5,4,28,44,65,44,23,36,375,0
5,4,29,45,67,44,24,37,396,0
5,4,30,46,69,45,24,37,428,0
5,4,31,47,71,46,24,38,451,0
5,4,32,48,72,47,24,38,475,0
5,4,33,49,74,48,25,39,500,0
5,4,34,50,76,49,25,39,526,0
5,4,35,51,78,50,25,40,553,0
5,4,36,52,80,51,25,41,581,0
5,4,37,53,82,52,26,41,610,0
5,4,38,54,84,53,26,42,640,0
5,4,39,55,86,54,26,42,671,0
5,4,40,56,88,55,27,43,703,0
5,4,41,57,90,56,27,43,736,0
5,4,42,59,92,57,27,44,770,0
5,4,43,60,94,58,27,45,805,0
5,4,44,61,96,59,28,45,841,0
5,4,45,62,99,60,28,46,878,0
5,4,46,63,101,61,28,46,916,0
5,4,47,64,103,63,29,47,955,0
5,4,48,66,105,64,29,48,995,0
5,4,49,67,107,65,29,48,1026,0
5,4,50,68,109,66,30,49,1068,0
5,4,51,69,111,67,30,50,1111,0
5,4,52,70,114,68,30,50,1155,0
5,4,53,72,116,69,31,51,1200,0
5,4,54,73,118,70,31,52,1246,0
5,4,55,74,120,72,31,52,1283,0
5,4,56,75,123,73,32,53,1331,0
5,4,57,77,125,74,32,54,1380,0
5,4,58,78,127,75,32,54,1430,0
5,4,59,79,130,76,33,55,1471,0
5,4,60,81,132,77,33,56,1523,0
5,4,61,82,134,79,34,56,1702,0
5,4,62,83,137,80,34,57,1879,0
5,4,63,84,139,81,34,58,2077,0
5,4,64,86,141,82,35,59,2285,0
5,4,65,87,144,84,35,59,2489,0
5,4,66,88,146,85,35,60,2717,0
5,4,67,90,149,86,36,61,2941,0
5,4,68,91,151,87,36,61,3190,0
5,4,69,93,154,89,37,62,3450,0
5,4,70,94,156,90,37,63,3704,0
5,5,1,19,18,21,20,28,52,73
5,5,2,19,18,21,21,29,57,76
5,5,3,19,18,22,23,31,72,95
5,5,4,19,19,22,24,32,77,114
5,5,5,20,19,22,25,33,92,133
5,5,6,20,19,23,27,35,97,152
5,5,7,20,19,23,28,36,112,171
5,5,8,20,20,24,29,38,117,190
5,5,9,20,20,24,31,39,132,209
5,5,10,20,20,24,32,40,137,212
5,5,11,21,20,25,34,42,142,215
5,5,12,21,21,25,35,43,157,234
5,5,13,21,21,26,37,45,172,254
5,5,14,21,21,26,38,46,177,260
5,5,15,21,21,26,39,48,192,282
5,5,16,22,22,27,41,50,197,305
5,5,17,22,22,27,42,51,212,329
5,5,18,22,22,28,44,53,227,339
5,5,19,22,23,28,46,54,232,365
5,5,20,22,23,29,47,56,247,377
5,5,21,23,23,29,49,57,252,405
5,5,22,23,23,30,50,59,268,434
5,5,23,23,24,30,52,61,275,449
5,5,24,23,24,31,53,62,293,480
5,5,25,24,24,31,55,64,302,497
5,5,26,24,25,32,57,66,322,530
5,5,27,24,25,32,58,68,343,549
5,5,28,24,25,33,60,69,355,584
5,5,29,25,26,33,62,71,378,605
5,5,30,25,26,34,63,73,392,627
5,5,31,25,26,34,65,75,417,665
5,5,32,25,27,35,67,76,433,689
5,5,33,26,27,35,69,78,460,728
5,5,34,26,27,36,70,80,478,752
5,5,35,26,28,36,72,82,507,776
5,5,36,26,28,37,74,84,527,800
5,5,37,27,28,37,76,86,548,839
5,5,38,27,29,38,77,87,580,863
5,5,39,27,29,38,79,89,603,887
5,5,40,28,30,39,81,91,637,911
5,5,41,28,30,40,83,93,662,950
5,5,42,28,30,40,85,95,698,974
5,5,43,28,31,41,87,97,725,998
5,5,44,29,31,41,89,99,763,1022
5,5,45,29,32,42,91,101,792,1046
5,5,46,29,32,43,92,103,822,1070
5,5,47,30,32,43,94,105,863,1094
5,5,48,30,33,44,96,107,895,1118
5,5,49,30,33,44,98,109,928,1142
5,5,50,31,34,45,100,111,972,1166
5,5,51,31,34,46,102,113,1007,1190
5,5,52,31,35,46,104,115,1053,1214
5,5,53,32,35,47,106,118,1090,1238
5,5,54,32,35,48,108,120,1128,1262
5,5,55,32,36,48,110,122,1177,1271
5,5,56,33,36,49,113,124,1217,1295
5,5,57,33,37,50,115,126,1258,1319
5,5,58,33,37,50,117,128,1300,1343
5,5,59,34,38,51,119,131,1353,1352
5,5,60,34,38,52,121,133,1397,1376
5,5,61,34,39,52,123,135,1557,1500
5,5,62,35,39,53,125,137,1738,1625
5,5,63,35,40,54,127,140,1916,1749
5,5,64,36,40,55,130,142,2101,1873
5,5,65,36,41,55,132,144,2295,1998
5,5,66,36,41,56,134,147,2495,2122
5,5,67,37,41,57,136,149,2719,2247
5,5,68,37,42,58,138,151,2936,2371
5,5,69,38,42,58,141,154,3160,2495
5,5,70,38,43,59,143,156,3391,2620
5,8,1,19,18,21,21,27,32,100
5,8,2,19,18,21,22,28,47,110
5,8,3,19,18,22,24,30,52,106
5,8,4,19,18,22,25,31,67,118
5,8,5,19,19,22,26,32,82,131
5,8,6,19,19,22,28,34,97,130
5,8,7,20,19,23,29,35,102,145
5,8,8,20,19,23,31,36,117,146
5,8,9,20,19,23,32,38,132,163
5,8,10,20,19,24,34,39,137,196
5,8,11,20,20,24,35,40,152,215
5,8,12,20,20,24,37,42,167,220
5,8,13,20,20,25,38,43,172,241
5,8,14,20,20,25,40,45,187,263
5,8,15,20,20,25,41,46,202,271
5,8,16,21,21,26,43,48,207,295
5,8,17,21,21,26,44,49,222,305
5,8,18,21,21,26,46,51,237,331
5,8,19,21,21,27,48,52,242,343
5,8,20,21,21,27,49,54,257,371
5,8,21,21,22,27,51,55,272,385
5,8,22,21,22,28,52,57,277,415
5,8,23,21,22,28,54,58,292,431
5,8,24,22,22,29,56,60,298,463
5,8,25,22,23,29,57,62,315,481
5,8,26,22,23,29,59,63,333,515
5,8,27,22,23,30,61,65,342,535
5,8,28,22,23,30,63,67,362,556
5,8,29,22,24,31,64,68,373,592
5,8,30,23,24,31,66,70,395,613
5,8,31,23,24,31,68,72,418,634
5,8,32,23,24,32,70,73,432,670
5,8,33,23,25,32,72,75,457,691
5,8,34,23,25,33,73,77,473,712
5,8,35,24,25,33,75,79,500,733
5,8,36,24,25,34,77,80,518,754
5,8,37,24,26,34,79,82,547,790
5,8,38,24,26,35,81,84,577,811
5,8,39,24,26,35,83,86,598,832
5,8,40,24,27,35,85,88,630,853
5,8,41,25,27,36,87,90,653,874
5,8,42,25,27,36,89,91,687,895
5,8,43,25,27,37,90,93,712,916
5,8,44,25,28,37,92,95,748,937
5,8,45,26,28,38,94,97,775,958
5,8,46,26,28,38,96,99,813,979
5,8,47,26,29,39,98,101,842,1000
5,8,48,26,29,39,100,103,882,1021
5,8,49,26,29,40,103,105,913,1042
5,8,50,27,30,40,105,107,955,1048
5,8,51,27,30,41,107,109,988,1069
5,8,52,27,30,42,109,111,1032,1090
5,8,53,27,31,42,111,113,1067,1111
5,8,54,28,31,43,113,115,1103,1117
5,8,55,28,31,43,115,117,1150,1138
5,8,56,28,32,44,117,119,1188,1159
5,8,57,28,32,44,119,121,1237,1165
5,8,58,29,32,45,122,123,1277,1186
5,8,59,29,33,45,124,126,1328,1192
5,8,60,29,33,46,126,128,1370,1213
5,8,61,29,34,47,128,130,1526,1316
5,8,62,30,34,47,131,132,1702,1419
5,8,63,30,34,48,133,134,1875,1521
5,8,64,30,35,48,135,136,2070,1624
5,8,65,31,35,49,137,139,2261,1727
5,8,66,31,35,50,140,141,2461,1830
5,8,67,31,36,50,142,143,2686,1932
5,8,68,31,36,51,144,145,2906,2035
5,8,69,32,37,51,147,148,3136,2138
5,8,70,32,37,52,149,150,3393,2241
5,9,1,19,18,22,20,27,23,90
5,9,2,19,18,23,21,28,28,98
5,9,3,20,19,23,22,29,43,107
5,9,4,20,19,24,24,30,48,102
5,9,5,20,19,24,25,32,63,113
5,9,6,20,20,25,26,33,68,126
5,9,7,21,20,25,27,34,83,144
5,9,8,21,21,26,28,35,88,162
5,9,9,21,21,26,30,36,93,180
5,9,10,22,21,27,31,38,108,198
5,9,11,22,22,28,32,39,123,200
5,9,12,22,22,28,34,40,128,218
5,9,13,23,23,29,35,41,143,237
5,9,14,23,23,30,36,43,148,257
5,9,15,23,24,30,37,44,153,278
5,9,16,24,24,31,39,45,168,300
5,9,17,24,24,31,40,47,173,308
5,9,18,24,25,32,42,48,189,332
5,9,19,25,25,33,43,49,196,357
5,9,20,25,26,33,44,51,204,383
5,9,21,26,26,34,46,52,223,395
5,9,22,26,27,35,47,53,233,423
5,9,23,26,27,36,49,55,244,452
5,9,24,27,28,36,50,56,266,467
5,9,25,27,28,37,52,58,279,498
5,9,26,27,29,38,53,59,293,530
5,9,27,28,29,38,55,60,318,548
5,9,28,28,30,39,56,62,334,582
5,9,29,29,30,40,58,63,351,602
5,9,30,29,31,41,59,65,379,638
5,9,31,30,31,41,61,66,398,674
5,9,32,30,32,42,62,68,418,695
5,9,33,30,32,43,64,69,439,731
5,9,34,31,33,44,65,71,471,752
5,9,35,31,33,45,67,73,494,788
5,9,36,32,34,45,69,74,518,809
5,9,37,32,34,46,70,76,543,830
5,9,38,33,35,47,72,77,569,866
5,9,39,33,36,48,73,79,606,887
5,9,40,34,36,49,75,81,634,923
5,9,41,34,37,49,77,82,663,944
5,9,42,35,37,50,78,84,693,965
5,9,43,35,38,51,80,86,724,1001
5,9,44,36,39,52,82,87,756,1022
5,9,45,36,39,53,84,89,799,1043
5,9,46,37,40,54,85,91,832,1064
5,9,47,37,40,55,87,92,868,1100
5,9,48,38,41,55,89,94,904,1121
5,9,49,38,42,56,91,96,941,1142
5,9,50,39,42,57,92,98,979,1163
5,9,51,39,43,58,94,100,1018,1184
5,9,52,40,44,59,96,101,1058,1205
5,9,53,40,44,60,98,103,1099,1226
5,9,54,41,45,61,100,105,1141,1247
5,9,55,41,45,62,102,107,1184,1268
5,9,56,42,46,63,103,109,1228,1289
5,9,57,42,47,64,105,111,1273,1310
5,9,58,43,47,65,107,112,1319,1331
5,9,59,43,48,66,109,114,1366,1352
5,9,60,44,49,67,111,116,1414,1373
5,9,61,45,50,68,113,118,1580,1497
5,9,62,45,50,69,115,120,1755,1621
5,9,63,46,51,70,117,122,1939,1745
5,9,64,46,52,71,119,124,2133,1870
5,9,65,47,52,72,121,126,2323,1994
5,9,66,48,53,73,123,128,2535,2118
5,9,67,48,54,74,125,130,2758,2242
5,9,68,49,55,75,127,132,2991,2366
5,9,69,49,55,76,129,134,3235,2490
5,9,70,50,56,77,131,136,3490,2615
6,1,1,28,15,24,15,22,20,0
6,1,2,29,16,25,15,22,29,0
6,1,3,31,17,26,15,23,38,0
6,1,4,32,17,27,15,23,47,0
6,1,5,33,18,29,15,23,56,0
6,1,6,34,19,30,15,23,65,0
6,1,7,36,20,31,16,24,74,0
6,1,8,37,21,32,16,24,83,0
6,1,9,38,22,34,16,24,92,0
6,1,10,40,22,35,16,25,101,0
6,1,11,41,23,36,16,25,100,0
6,1,12,43,24,37,16,25,109,0
6,1,13,44,25,39,16,26,118,0
6,1,14,46,26,40,16,26,128,0
6,1,15,47,27,41,17,26,139,0
6,1,16,48,28,43,17,27,151,0
6,1,17,50,29,44,17,27,154,0
6,1,18,51,30,45,17,27,168,0
6,1,19,53,31,47,17,28,183,0
6,1,20,54,32,48,17,28,199,0
6,1,21,56,33,50,17,28,206,0
6,1,22,58,34,51,18,29,224,0
6,1,23,59,35,52,18,29,243,0
6,1,24,61,36,54,18,30,253,0
6,1,25,62,37,55,18,30,274,0
6,1,26,64,38,57,18,30,296,0
6,1,27,66,39,58,18,31,309,0
6,1,28,67,40,60,18,31,333,0
6,1,29,69,41,61,19,32,348,0
6,1,30,71,42,63,19,32,374,0
6,1,31,72,43,64,19,32,401,0
6,1,32,74,44,66,19,33,419,0
6,1,33,76,45,67,19,33,448,0
6,1,34,77,46,69,20,34,468,0
6,1,35,79,47,71,20,34,499,0
6,1,36,81,48,72,20,35,521,0
6,1,37,83,49,74,20,35,545,0
6,1,38,85,50,76,20,35,581,0
6,1,39,86,51,77,21,36,609,0
6,1,40,88,53,79,21,36,649,0
6,1,41,90,54,81,21,37,681,0
6,1,42,92,55,82,21,37,715,0
6,1,43,94,56,84,21,38,761,0
6,1,44,96,57,86,22,38,799,0
6,1,45,98,58,87,22,39,839,0
6,1,46,99,60,89,22,39,881,0
6,1,47,101,61,91,22,40,935,0
6,1,48,103,62,93,22,40,981,0
6,1,49,105,63,94,23,41,1029,0
6,1,50,107,65,96,23,41,1079,0
6,1,51,109,66,98,23,42,1131,0
6,1,52,111,67,100,23,42,1185,0
6,1,53,113,68,102,24,43,1241,0
6,1,54,115,70,104,24,44,1299,0
6,1,55,117,71,105,24,44,1359,0
6,1,56,119,72,107,24,45,1421,0
6,1,57,122,73,109,25,45,1485,0
6,1,58,124,75,111,25,46,1551,0
6,1,59,126,76,113,25,46,1619,0
6,1,60,128,77,115,25,47,1689,0
6,1,61,130,79,117,26,48,1902,0
6,1,62,132,80,119,26,48,2129,0
6,1,63,134,81,121,26,49,2357,0
6,1,64,137,83,123,26,49,2612,0
6,1,65,139,84,125,27,50,2883,0
6,1,66,141,85,127,27,51,3169,0
6,1,67,143,87,129,27,51,3455,0
6,1,68,145,88,131,27,52,3774,0
6,1,69,148,90,133,28,52,4109,0
6,1,70,150,91,135,28,53,4444,0
6,3,1,25,18,23,15,23,46,65
6,3,2,25,19,24,16,24,53,70
6,3,3,26,21,25,16,24,60,76
6,3,4,26,22,26,17,25,67,98
6,3,5,27,24,27,17,25,74,106
6,3,6,27,25,28,18,26,81,130
6,3,7,28,26,28,19,27,88,140
6,3,8,28,28,29,19,27,95,166
6,3,9,28,29,30,20,28,102,193
6,3,10,29,31,31,20,29,109,206
6,3,11,29,32,32,21,29,116,235
6,3,12,30,34,33,22,30,123,250
6,3,13,30,35,34,22,31,130,266
6,3,14,31,37,35,23,32,138,298
6,3,15,31,38,36,24,32,147,316
6,3,16,32,40,37,24,33,157,350
6,3,17,32,41,39,25,34,168,370
6,3,18,33,43,40,26,35,180,391
6,3,19,33,45,41,27,35,193,428
6,3,20,34,46,42,27,36,207,451
6,3,21,34,48,43,28,37,222,475
6,3,22,35,50,44,29,38,238,515
6,3,23,35,51,45,29,38,255,541
6,3,24,36,53,46,30,39,273,568
6,3,25,37,55,47,31,40,292,611
6,3,26,37,56,48,32,41,312,640
6,3,27,38,58,50,32,42,333,670
6,3,28,38,60,51,33,42,355,715
6,3,29,39,62,52,34,43,378,745
6,3,30,39,63,53,35,44,402,775
6,3,31,40,65,54,36,45,417,805
6,3,32,41,67,56,36,46,443,850
6,3,33,41,69,57,37,47,470,880
6,3,34,42,71,58,38,48,498,910
6,3,35,43,72,59,39,48,527,940
6,3,36,43,74,61,40,49,547,970
6,3,37,44,76,62,40,50,578,1015
6,3,38,45,78,63,41,51,610,1045
6,3,39,45,80,64,42,52,643,1075
6,3,40,46,82,66,43,53,667,1105
6,3,41,47,84,67,44,54,702,1135
6,3,42,47,86,68,45,55,738,1180
6,3,43,48,88,70,46,56,775,1210
6,3,44,49,90,71,46,57,803,1240
6,3,45,49,92,72,47,58,842,1270
6,3,46,50,94,74,48,59,872,1300
6,3,47,51,96,75,49,60,913,1330
6,3,48,51,98,77,50,61,955,1360
6,3,49,52,100,78,51,62,994,1390
6,3,50,53,102,79,52,63,1047,1420
6,3,51,54,104,81,53,64,1067,1450
6,3,52,54,106,82,54,65,1113,1480
6,3,53,55,108,84,55,66,1150,1510
6,3,54,56,110,85,56,67,1198,1540
6,3,55,57,112,87,57,68,1237,1570
6,3,56,57,114,88,58,69,1287,1600
6,3,57,58,117,90,59,70,1328,1630
6,3,58,59,119,91,60,71,1370,1660
6,3,59,60,121,93,61,72,1423,1690
6,3,60,61,123,94,62,74,1467,1720
6,3,61,61,125,96,63,75,1633,1886
6,3,62,62,128,97,64,76,1819,2053
6,3,63,63,130,99,65,77,2003,2219
6,3,64,64,132,100,66,78,2195,2385
6,3,65,65,134,102,67,79,2397,2552
6,3,66,66,137,104,68,80,2623,2718
6,3,67,66,139,105,69,81,2844,2884
6,3,68,67,141,107,70,83,3075,3050
6,3,69,68,144,108,71,84,3316,3217
6,3,70,69,146,110,72,85,3568,3383
6,7,1,26,15,23,16,24,37,85
6,7,2,27,15,24,17,25,44,91
6,7,3,28,16,25,18,26,51,98
6,7,4,28,16,26,19,27,58,106
6,7,5,29,17,27,20,28,65,115
6,7,6,30,17,28,21,29,72,125
6,7,7,31,18,29,22,30,79,136
6,7,8,32,18,30,23,31,86,148
6,7,9,33,19,31,24,32,93,161
6,7,10,34,19,32,25,33,100,175
6,7,11,35,20,33,26,35,107,190
6,7,12,35,20,34,27,36,114,206
6,7,13,36,21,35,28,37,121,223
6,7,14,37,21,36,29,38,128,241
6,7,15,38,22,37,30,39,135,260
6,7,16,39,22,39,31,40,142,280
6,7,17,40,23,40,32,42,150,301
6,7,18,41,23,41,33,43,159,323
6,7,19,42,24,42,34,44,169,346
6,7,20,43,24,43,35,45,180,370
6,7,21,44,25,44,36,46,192,395
6,7,22,45,25,45,37,48,205,421
6,7,23,46,26,47,38,49,219,448
6,7,24,47,27,48,40,50,234,476
6,7,25,48,27,49,41,51,240,505
6,7,26,49,28,50,42,53,257,535
6,7,27,51,28,52,43,54,275,566
6,7,28,52,29,53,44,55,294,598
6,7,29,53,29,54,45,57,314,631
6,7,30,54,30,55,47,58,335,665
6,7,31,55,31,57,48,59,347,699
6,7,32,56,31,58,49,61,370,733
6,7,33,57,32,59,50,62,394,767
6,7,34,58,33,61,51,64,419,786
6,7,35,60,33,62,53,65,435,820
6,7,36,61,34,63,54,66,462,854
6,7,37,62,34,65,55,68,490,888
6,7,38,63,35,66,57,69,509,922
6,7,39,64,36,67,58,71,539,941
6,7,40,66,36,69,59,72,570,975
6,7,41,67,37,70,60,74,592,1009
6,7,42,68,38,72,62,75,625,1028
6,7,43,69,38,73,63,77,649,1062
6,7,44,70,39,74,64,78,684,1096
6,7,45,72,40,76,66,80,710,1115
6,7,46,73,41,77,67,81,747,1149
6,7,47,74,41,79,69,83,775,1183
6,7,48,76,42,80,70,84,814,1202
6,7,49,77,43,82,71,86,844,1236
6,7,50,78,43,83,73,88,885,1255
6,7,51,80,44,85,74,89,917,1289
6,7,52,81,45,86,76,91,960,1323
6,7,53,82,46,88,77,92,994,1342
6,7,54,84,46,90,78,94,1029,1376
6,7,55,85,47,91,80,96,1075,1395
6,7,56,86,48,93,81,97,1112,1414
6,7,57,88,49,94,83,99,1150,1448
6,7,58,89,49,96,84,101,1199,1467
6,7,59,91,50,97,86,102,1239,1501
6,7,60,92,51,99,87,104,1330,1520
6,7,61,94,52,101,89,106,1428,1664
6,7,62,95,52,102,90,108,1583,1808
6,7,63,96,53,104,92,109,1760,1951
6,7,64,98,54,106,93,111,1932,2095
6,7,65,99,55,107,95,113,2114,2239
6,7,66,101,56,109,97,115,2304,2383
6,7,67,102,57,111,98,117,2504,2527
6,7,68,104,57,113,100,118,2713,2670
6,7,69,105,58,114,101,120,2931,2814
6,7,70,107,59,116,103,122,3159,2958
6,11,1,26,15,22,17,24,44,60
6,11,2,27,16,23,18,25,51,66
6,11,3,27,16,23,19,26,58,73
6,11,4,28,17,24,20,27,75,81
6,11,5,28,17,25,21,29,82,90
6,11,6,29,18,25,22,30,89,100
6,11,7,29,18,26,23,31,106,111
